Video ID,Title,Description,Category,Duration (seconds),Publish Date,Publish Time (24h),Views,Likes,Comments,Default Audio Language,Channel Title,Channel Subscribers,Total Videos Posted,Channel Views,Channel Creation Date,Channel Country,Title Length,Hashtag Count,Description Present,Duration Category,Day of Week,Month,Quarter,Year,Video Age (days),Engagement Rate,Channel Title Length,Channel Size,Average Video Views,Channel Age (days),Category Definition,Audio Language Name,Channel Country Name,Publish Hour,Time of Day,Sentiment Polarity,Sentiment Category
IftxiOC0fZw,Psychology says | Nafsiat kehti hai | Psychology/Psychological Facts in Urdu | Psychology with Sidra,Subscribe for more videos psychology videos whatsaap status videos #short #ytshort #ytshortpakistan #psychology #urdu ...,27,13,2022-07-11,13:00:11,124581,4871,51,ur,Psychology With Sidra,2750,220,298897,2020-09-23,PK,100,0,Yes,Very Short,Monday,July,3,2022,923,3.95084322649521,21,<100k,1358.62272727272,1579,Education,Urdu,Pakistan,13,Afternoon,0.0,Neutral
iLlrIi9-NfQ,World Leading Psychologist: How To Detach From Overthinking &amp; Anxiety: Dr Julie Smith | E122,This weeks episode entitled 'World Leading Psychologist: How To Detach From Overthinking & Anxiety: Dr Julie Smith' topics: ...,22,5770,2022-03-03,06:00:09,3686176,64189,1213,en,The Diary Of A CEO,9060000,359,657577075,2019-03-22,GB,96,0,Yes,Very Long,Thursday,March,1,2022,1053,1.77425060550554,18,<10M,1831691.01671309,2130,People & Blogs,English,United Kingdom,6,Morning,0.0,Neutral
sGj5JGL3yuk,Top 3 Psychology Facts 😱 | Facts In Hindi | Human Psychology #shorts #psychology,Top 3 Psychology Facts | Facts In Hindi | Human Psychology #shorts #psychology Psychology facts Amazing facts Human ...,27,18,2024-10-09,11:54:44,145564,11601,16,hi,Facto Gyan,6970,168,1072159,2024-08-10,IN,80,2,Yes,Very Short,Wednesday,October,4,2024,102,7.9806820367673295,10,<100k,6381.8988095238,162,Education,Hindi,India,11,Morning,0.25,Positive
zsbxaPc4X5A,Psychology of INTROVERT👀,,27,57,2024-12-17,11:07:59,120258,17391,391,Unknown,Mr Creative 66,466000,527,73611855,2018-04-08,IN,24,0,No,Very Short,Tuesday,December,4,2024,33,14.7865422674582,14,<1M,139680.939278937,2478,Education,Unknown,India,11,Morning,0.0,Neutral
TDQEa2tAtqk,You should Stand up for Yourself! Dr V S Jithendra,"Assertive Communication is not just about communication, You have to think of it as a battle and fight it out rather than running.",27,294,2025-01-06,15:40:36,17688,1360,70,ta,Psychology in Tamil,1580000,775,107993508,2014-09-25,IN,50,0,Yes,Short,Monday,January,1,2025,13,8.08457711442786,19,<10M,139346.461935483,3769,Education,Tamil,India,15,Afternoon,0.0,Neutral
qEXKCtsXq9I,Take CONTROL Of Your Life in 2025 Using These Psychology Hacks | Marisa Peer | TRS 472,Check out my Mind Performance app: Level SuperMind Link:- https://install.lvl.fit/3kvsy8k1vzzrqn06xheatf Share your guest ...,22,5706,2025-01-08,15:30:30,626953,15925,1067,en,BeerBiceps,8250000,2941,2279309988,2014-12-21,IN,86,0,Yes,Very Long,Wednesday,January,1,2025,11,2.71025100765129,10,<10M,775011.896633798,3682,People & Blogs,English,India,15,Afternoon,0.0,Neutral
Hz2F_S3Tl0Y,I Jumped From Space (World Record Supersonic Freefall),What does it **really** feel like to jump from space? In 2012 Felix Baumgartner took a helium balloon into the stratosphere and ...,17,210,2022-10-14,12:31:49,37798128,458009,42466,en,Red Bull,21300000,6439,14163522078,2006-09-23,AT,54,0,Yes,Short,Friday,October,4,2022,828,1.32407350967222,8,10M+,2199646.23047057,6693,Sports,English,Austria,12,Afternoon,0.0,Neutral
Gkn69Lcd87k,The 9 SCARIEST Sounds In SPACE,THE FIRST 10 PEOPLE TO JOIN THE DISCORD SERVER WILL GET A SPECIAL ”OG” ROLE! https://discord.gg/Hmm3fPnFB2 In ...,22,241,2024-06-23,12:00:06,1449109,27220,2228,Unknown,AstroKnowledge,50400,34,4883112,2024-06-13,Unknown,30,0,Yes,Short,Sunday,June,2,2024,210,2.03214526995553,14,<100k,143620.94117647,220,People & Blogs,Unknown,Unknown,12,Afternoon,0.0,Neutral
XkM_04Ch76E,"ISS Tour: Kitchen, Bedrooms &amp; The Latrine","Expedition 33 commander Suni Williams showcase the sleeping accomodations, how the bathroom is utilized, brushing teeth in ...",28,522,2012-11-21,19:39:08,15123822,142592,8951,Unknown,VideoFromSpace,1880000,9332,618695426,2008-04-30,Unknown,45,0,Yes,Medium,Wednesday,November,4,2012,4442,1.0020152313350401,14,<10M,66298.2668238319,6108,Science & Technology,Unknown,Unknown,19,Evening,0.0,Neutral
1KEWOJ8nG8A,3 Hours Of Fascinating Space Facts To Fall Asleep To,Unwind your mind and drift into a peaceful slumber with this captivating 3-hour journey through the wonders of space. From the ...,22,10591,2024-08-14,20:07:42,140254,1051,59,es,Exolife,12100,45,2896021,2023-11-16,US,52,0,Yes,Very Long,Wednesday,August,3,2024,158,0.79142127853751,7,<100k,64356.0222222222,430,People & Blogs,Spanish,United States,20,Evening,0.7,Positive
pSHVbLPWA28,How Big is The Universe?,How Big is The Universe? We begin at the familiar blue and green orb we call home and zoom out to explore the vastness of ...,28,670,2024-02-03,20:00:19,7575637,104362,9235,en,Science Time,947000,556,146313203,2019-08-17,PT,24,0,Yes,Medium,Saturday,February,1,2024,351,1.49950426610989,12,<1M,263153.242805755,1982,Science & Technology,English,Portugal,20,Evening,0.0,Neutral
F1NBpVKWh_c,Space - Female Of The Species,"Music video for ""Female Of The Species"" by Space Download on iTunes: http://geni.us/28rd Subscribe: http://bit.ly/QzHcrb ...",10,198,2009-06-14,05:26:43,2984819,22633,1637,en-US,Radial by The Orchard,3150000,12748,2546471018,2008-04-18,US,29,0,Yes,Short,Sunday,June,2,2009,5698,0.8131146310714311,21,<10M,199754.551145277,6120,Music,English (American),United States,5,Night,0.0,Neutral
2KF_TH9iiqw,What if the Moon comes closer to Earth? 💀 #Space #Earth #Moon,"Welcome to the Professor Of Universe channel, your guide to the wonders of space! In this video: What happens if the Moon ...",28,20,2025-01-06,00:30:02,1837958,89296,710,en-US,Professor Of Universe,440000,492,144422840,2022-06-28,IN,61,3,Yes,Very Short,Monday,January,1,2025,13,4.89706511247808,21,<1M,293542.357723577,936,Science & Technology,English (American),India,0,Night,0.0,Neutral
dSgP3J4fD6U,15 Minutes of ACTUALLY Unbelievable Space Facts,Head to https://hensonshaving.com/astrokobi and enter code 'Astrokobi' for 100 free blades with the purchase of a razor.,27,904,2023-12-30,16:15:50,1588071,29195,1420,en,AstroKobi,2430000,617,1137915362,2022-01-16,AU,47,0,Yes,Medium,Saturday,December,4,2023,386,1.92781053240062,9,<10M,1844271.25121555,1099,Education,English,Australia,16,Afternoon,-0.25,Negative
tVs7MwizT50,Weird Things Begin to Happen When You Go into Deep Space,Go to https://ground.news/pursuit to learn about the most important events with clarity and context. Save 40% on the Ground News ...,27,1010,2024-07-17,16:03:12,1536612,34280,2409,en-US,Pursuit of Wonder,3180000,282,214362942,2017-02-13,Unknown,56,0,Yes,Medium,Wednesday,July,3,2024,186,2.3876554393692,17,<10M,760152.276595744,2897,Education,English (American),Unknown,16,Afternoon,-0.25,Negative
j_lhu0Nq3_g,SPACE! (Super Slowed),Provided to YouTube by The Orchard Enterprises SPACE! (Super Slowed) · NAOMI SPACE! ℗ 2024 MEDIAHATE MUSIC / Rubix ...,10,110,2024-06-25,22:53:16,1715922,27001,0,Unknown,NAOMI - Topic,2800,32,2768972,2024-05-30,Unknown,21,0,Yes,Short,Tuesday,June,2,2024,208,1.57355637377456,13,<100k,86530.375,234,Music,Unknown,Unknown,22,Night,0.333333333333333,Positive
bcBq1IfFEUQ,What Happens After Earth&#39;s Death? ☠️🌌 #Space #Earth #Universe,"Welcome to the Professor Of Universe channel, your guide to the wonders of space! In this video: Jupiter's Great Red Spot ...",28,20,2025-01-04,00:30:16,207582,10273,159,en-US,Professor Of Universe,440000,492,144422840,2022-06-28,IN,65,4,Yes,Very Short,Saturday,January,1,2025,15,5.02548390515555,21,<1M,293542.357723577,936,Science & Technology,English (American),India,0,Night,0.0,Neutral
f2uWskCoCgk,In Space Without a Suit?!  What Happens to You 👩‍🚀 🌌 🚀 #solarsystem #universe #nasa #science,How happens if you were pushed out of a spacecraft without a space suit? How long can you survive in outer space? Science ...,28,46,2024-09-27,13:45:02,1953136,79401,798,en,Jimi Moso,83300,181,43160566,2018-10-28,US,92,4,Yes,Very Short,Friday,September,3,2024,114,4.10616567407492,9,<100k,238456.165745856,2275,Science & Technology,English,United States,13,Afternoon,0.0,Neutral
ztVV54sPOns,Travel the Universe While Relaxation ★ Space Ambient Music,Relaxation Ambient Music presents Space Ambient Music [ Magnetar ]. Let go and Calm your Mind with this composition. It is an ...,10,10592,2022-07-12,19:06:07,3610130,29413,937,en,Relaxation Ambient Music,437000,82,107265374,2015-03-17,UA,58,0,Yes,Very Long,Tuesday,July,3,2022,922,0.8406899474534151,24,<1M,1308114.31707317,3596,Music,English,Ukraine,19,Evening,0.0,Neutral
_0b578obJQ4,Big Bang vs Nova Explosion 🤫👺 | Most Powerful Explosion in the Universe #shorts #space #earth,,28,36,2024-04-24,09:40:45,457809,23184,412,en-IN,Science Of Infinity,695000,675,318164559,2017-03-28,IN,93,3,No,Very Short,Wednesday,April,2,2024,270,5.154114488793359,19,<1M,471354.902222222,2854,Science & Technology,English (Indian),India,9,Morning,0.266666666666666,Positive
n4IhCSMkADc,EARTH FROM SPACE: Like You&#39;ve Never Seen Before,Showing cities all over the world from orbit from North America to India with a dramatic Beethoven soundtrack.,27,766,2015-06-27,17:37:27,14827711,110569,14794,en,DOCUMENTARY TUBE,1660000,117,367565169,2013-12-26,US,51,1,Yes,Medium,Saturday,June,2,2015,3494,0.845464279685515,16,<10M,3141582.64102564,4042,Education,English,United States,17,Afternoon,0.0,Neutral
wvJRqzQglZE,Physics Gets Weird at the End of the Universe,"As the universe races toward its inevitable end, we explore the strange and eerie phenomena that will take place when the forces ...",27,5096,2024-10-06,13:35:29,611466,6569,680,en,Space Matters,251000,116,46905154,2022-05-29,US,45,0,Yes,Very Long,Sunday,October,4,2024,105,1.18551154111594,13,<1M,404354.775862069,966,Education,English,United States,13,Afternoon,-0.5,Negative
nF5oiVFgJME,The Most TERRIFYING space photo #space #science #sciencefacts,,28,43,2024-08-06,16:32:22,5777369,314379,475,hi,Astro Record,679000,198,123231227,2023-10-03,IN,61,3,No,Very Short,Tuesday,August,3,2024,166,5.44978172590326,13,<1M,622379.934343434,474,Science & Technology,Hindi,India,16,Afternoon,-0.25,Negative
9BDCLf8Ze5w,The Scariest Video Taken In Space,,28,57,2024-12-17,11:41:43,370321,28321,341,en,AstroKobi,2430000,617,1137915362,2022-01-16,AU,33,0,No,Very Short,Tuesday,December,4,2024,33,7.7397717115691504,9,<10M,1844271.25121555,1099,Science & Technology,English,Australia,11,Morning,0.0,Neutral
iyY6INRlGCY,5 Insane Space Events you will miss!,5 Insane Space Events you will miss! #shorts #space #universe #milkywaygalaxy #milkyway #andromeda #spacemysteries ...,22,60,2024-02-06,07:06:28,3250710,132223,3121,Unknown,Cosmos Chronicles,20600,43,6647205,2016-09-18,AU,36,0,Yes,Very Short,Tuesday,February,1,2024,348,4.163521199984,17,<100k,154586.162790697,3045,People & Blogs,Unknown,Australia,7,Morning,-1.0,Negative
RXxABp79Wh8,The Mystery at the Most Dangerous Place on the Moon,A special supercut episode where we delve into the best places to find water on the Moon. Get your hands on a premium Astrum ...,27,2843,2024-12-21,17:14:56,1156312,25711,1682,en,Astrum,2220000,386,422798971,2013-10-09,GB,51,0,Yes,Long,Saturday,December,4,2024,29,2.36899729484775,6,<10M,1095334.12176165,4120,Education,English,United Kingdom,17,Afternoon,-0.0499999999999999,Negative
Hq5C9S4NazE,5 (More) Space Events we will miss…,,27,61,2024-07-28,13:23:46,595628,40582,500,en,AstroKobi,2430000,617,1137915362,2022-01-16,AU,35,0,No,Short,Sunday,July,3,2024,175,6.89725802010651,9,<10M,1844271.25121555,1099,Education,English,Australia,13,Afternoon,0.5,Positive
Yla5i5tzXKE,An Epic Journey Around The Milky Way | Space Documentary 2024,"Billions of years ago, our Milky Way was a cosmic cradle, birthing stars and forging the elements. Witness the birth of massive blue ...",28,4836,2024-04-26,13:30:22,640096,5556,173,en,Actual Space,13700,71,1715755,2023-01-10,IN,61,0,Yes,Very Long,Friday,April,2,2024,268,0.895021996700494,12,<100k,24165.5633802816,740,Science & Technology,English,India,13,Afternoon,0.05,Positive
9Sv-CXY2soo,&quot;Space Race!&quot; Planet Dance Song 🚀✨ Solar System Brain Break | Danny Go! Songs for Kids,It's time to BLAST OFF!! Get ready to dance through our solar system as Danny travels to each unique planet...but watch out for ...,24,237,2023-01-03,13:00:04,14270916,6705,0,en,Danny Go!,2500000,112,2483203786,2019-07-31,US,96,0,Yes,Short,Tuesday,January,1,2023,747,0.0469836694435031,9,<10M,22171462.375,1999,Entertainment,English,United States,13,Afternoon,0.0,Neutral
8JCGzPZwh_c,SCARIEST Sounds Captured In SPACE!,FIRST 10 PEOPLE TO JOIN THE DISCORD SERVER WILL GET A SPECIAL ROLE! Discord link: ...,28,601,2024-08-14,16:55:49,1978776,36915,3607,en,AstroKnowledge,50400,34,4883112,2024-06-13,Unknown,34,0,Yes,Medium,Wednesday,August,3,2024,158,2.04783158882056,14,<100k,143620.94117647,220,Science & Technology,English,Unknown,16,Afternoon,0.0,Neutral
Nsy08PqOziQ,Astronomical Events In January 2025 🤩🤯 #shorts #astronomicalevents #space #earth,Astronomical Events In January 2025 #shorts #astronomicalevents #space #earth #planet #astronomy #events2025 ...,28,33,2024-12-30,09:50:00,292024,16743,312,en-IN,Science Of Infinity,695000,675,318164559,2017-03-28,IN,80,4,Yes,Very Short,Monday,December,4,2024,20,5.84027340218612,19,<1M,471354.902222222,2854,Science & Technology,English (Indian),India,9,Morning,0.0,Neutral
Qd6nLM2QlWw,Exploring Our Solar System: Planets and Space for Kids - FreeSchool,https://patreon.com/freeschool - Help support more content like this! Here is an in-depth introduction to the Solar System and the ...,27,715,2015-01-16,15:08:41,35709465,76734,0,en,Free School,816000,335,261763182,2014-10-19,Unknown,67,0,Yes,Medium,Friday,January,1,2015,3656,0.21488420507,11,<1M,781382.63283582,3745,Education,English,Unknown,15,Afternoon,0.0,Neutral
93dmQlzO9gg,"11,390 Years for a Single Year? 💀 #Space #Earth #Sedna","Welcome to the Professor Of Universe channel, your guide to the wonders of space! In this video: Discover Sedna, the distant ...",28,20,2025-01-09,10:30:04,1034479,58384,417,en-US,Professor Of Universe,440000,492,144422840,2022-06-28,IN,54,3,Yes,Very Short,Thursday,January,1,2025,10,5.68411731895959,21,<1M,293542.357723577,936,Science & Technology,English (American),India,10,Morning,-0.0714285714285714,Negative
23lbSSGtc4w,Different Types Of Planets ☠️👽 #shorts #space #planet #earth,Different Types Of Planets ☠️   #shorts #space #planet #earth.,28,28,2024-12-04,11:33:09,164304,6171,166,en-IN,Science Of Infinity,695000,675,318164559,2017-03-28,IN,60,4,Yes,Very Short,Wednesday,December,4,2024,46,3.8568750608627895,19,<1M,471354.902222222,2854,Science & Technology,English (Indian),India,11,Morning,0.0,Neutral
aF8AxiLTlTI,What Space REALLY Sounds Like!,These are the eery and insane sounds made in space. We might not be able to hear it like we can here on Earth but we have ...,28,60,2023-11-20,18:41:35,3334354,250771,7474,en,Interstellar News,555000,278,211096624,2022-09-16,US,30,0,Yes,Very Short,Monday,November,4,2023,426,7.744978487587099,17,<1M,759340.374100719,856,Science & Technology,English,United States,18,Evening,0.25,Positive
WwxhBirHkcQ,How Earth REALLY moves in space!,THIS is how we actually move through space!,28,39,2022-10-09,15:00:31,8137638,437752,18217,en,Interstellar News,555000,278,211096624,2022-09-16,US,32,0,Yes,Very Short,Sunday,October,4,2022,833,5.60321066137373,17,<1M,759340.374100719,856,Science & Technology,English,United States,15,Afternoon,0.25,Positive
g-FXA0nSn8U,JVKE - this is what space feels like [Official Lyric Video],"STREAM ""this is what space feels like"" out now: https://jvke.ffm.to/thisiswhatspacefeelslike SUBSCRIBE: ...",10,183,2023-10-13,01:25:17,11270279,283553,11163,Unknown,JVKE,12800000,572,3923342538,2017-02-13,US,59,0,Yes,Short,Friday,October,4,2023,464,2.61498406561186,4,10M+,6858990.45104895,2897,Music,Unknown,United States,1,Night,0.25,Positive
iL192hM2qxA,The Worst Space Accidents,,28,55,2024-12-16,15:00:47,1305665,94694,598,Unknown,Thomas Mulligan,1460000,774,1595440787,2022-02-24,Unknown,25,0,No,Very Short,Monday,December,4,2024,34,7.2983498830097995,15,<10M,2061293.00645994,1060,Science & Technology,Unknown,Unknown,15,Afternoon,-1.0,Negative
iYHg5A9dwhs,Revival of the Earth ☠️💀 #space #earth #sun #shorts,Revival of the Earth ☠️   #space #earth #sun #shorts.,28,24,2024-12-11,10:36:04,109165,4245,141,en-IN,Science Of Infinity,695000,675,318164559,2017-03-28,IN,51,4,Yes,Very Short,Wednesday,December,4,2024,39,4.01777126368341,19,<1M,471354.902222222,2854,Science & Technology,English (Indian),India,10,Morning,0.0,Neutral
egDIqKLt2L4,Mysteries of the Universe | Space Documentary 2023,"In the vast expanse of the cosmos, where stars shimmer and galaxies collide, lies a tapestry of mysteries waiting to be unraveled.",28,5584,2023-06-24,21:02:21,1626828,14886,903,en-US,Now Next,33800,90,4122989,2014-07-24,IN,50,0,Yes,Very Long,Saturday,June,2,2023,575,0.970538987526646,8,<100k,45810.9888888888,3832,Science & Technology,English (American),India,21,Night,0.0,Neutral
wlzquq7SLSQ,Every Bubble Is A Universe . . . ? ☠️💀 #shorts #space #scienceofinfinity,Every Bubble Is A Universe . . . ? ☠️   #shorts #space #scienceofinfinity.,28,24,2024-08-06,03:37:00,742247,23411,1229,Unknown,SOI,29800,213,8089505,2023-10-30,IN,72,3,Yes,Very Short,Tuesday,August,3,2024,166,3.31964965840212,3,<100k,37978.896713615,447,Science & Technology,Unknown,India,3,Night,0.0,Neutral
N9qmZUAyHnU,What Will Happen Before 2100? 😱🤯 #shorts #space #earth,What Will Happen Before 2100? #shorts #space #earth.,28,32,2024-09-10,10:36:53,1169452,39472,904,en-IN,Science Of Infinity,695000,675,318164559,2017-03-28,IN,54,3,Yes,Very Short,Tuesday,September,3,2024,131,3.4525572661383204,19,<1M,471354.902222222,2854,Science & Technology,English (Indian),India,10,Morning,0.0,Neutral
c43vV7H5u7Q,12 Space Myths You Probably Believe,Remove your personal information from the web at https://JoinDeleteMe.com/ASTROKOBI and use code ASTROKOBI for 20% off!,28,790,2024-12-20,14:04:33,144108,5331,547,en,AstroKobi,2430000,617,1137915362,2022-01-16,AU,35,0,Yes,Medium,Friday,December,4,2024,30,4.07888528048408,9,<10M,1844271.25121555,1099,Science & Technology,English,Australia,14,Afternoon,0.0,Neutral
